"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Oxaydo","Oxycodone Hydrochloride","TABLET;ORAL","202080","ZYLA","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202080s012lbl.pdf#page=30"
"Oxtellar XR","Oxcarbazepine","TABLET, EXTENDED RELEASE;ORAL","202810","SUPERNUS PHARMS","12/13/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202810s000mg.pdf"
"Oxycodone Hydrochloride","Oxycodone Hydrochloride","SOLUTION;ORAL","201194","VISTAPHARM","07/21/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/201194s009lbl.pdf#page=33"
"Oxycodone Hydrochloride","Oxycodone Hydrochloride","SOLUTION;ORAL","200535","GENUS LIFESCIENCES","07/21/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/200534s010,200535s017lbl.pdf#page=67"
"Oxycontin","Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","022272","PURDUE PHARMA LP","10/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022272s047lbl.pdf#page=48"
"Oxymorphone Hydrochloride","Oxymorphone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","079046","ACTAVIS ELIZABETH","03/04/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/079046s000mg.pdf"
"Ozempic","Semaglutide","SOLUTION;SUBCUTANEOUS","209637","NOVO","10/06/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209637s012lbl.pdf#page=27"
"Pacerone","Amiodarone Hydrochloride","TABLET;ORAL","075135","UPSHER SMITH LABS","11/01/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088668.pdf"
"Palladone","Hydromorphone Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","021044","PURDUE PHARMA LP","04/16/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088670.pdf"
"Palynziq","Pegvaliase-Pqpz","INJECTABLE;INJECTION","761079","BIOMARIN PHARM","11/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761079s000lbl.pdf#page=23"
"Pamelor","Nortriptyline Hydrochloride","SOLUTION;ORAL","018012","SPECGX LLC","07/28/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088671.pdf"
"Pamelor","Nortriptyline Hydrochloride","CAPSULE;ORAL","018013","SPECGX LLC","04/09/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018013s064lbl.pdf#page=15"
"Pancreaze","Pancrelipase (Amylase;Lipase;Protease)","CAPSULE, DELAYED RELEASE;ORAL","022523","VIVUS INC","04/26/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022523s013lbl.pdf#page=16"
"Parnate","Tranylcypromine Sulfate","TABLET;ORAL","012342","CONCORDIA","01/04/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/012342s064lbl.pdf#page=18"
"Paxil","Paroxetine Hydrochloride","TABLET;ORAL","020031","APOTEX TECHNOLOGIES","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020031s079,020710s047lbl.pdf#page=39"
"Paxil","Paroxetine Hydrochloride","SUSPENSION;ORAL","020710","APOTEX TECHNOLOGIES","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020031s079,020710s047lbl.pdf#page=39"
"Paxil CR","Paroxetine Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","020936","APOTEX TECHNOLOGIES","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020936s060lbl.pdf#page=29"
"Peganone","Ethotoin","TABLET;ORAL","010841","RECORDATI RARE","02/27/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022MedGuide.pdf"
"Pegasys","Peginterferon Alfa-2a","VIAL; SUBCUTANEOUS","103964","HOFFMAN-LA ROCHE","03/24/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/103964s5270lbl.pdf#page=39"
"Pegasys","Peginterferon Alfa-2a","SYRINGE","103964","HOFFMAN-LA ROCHE","03/24/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/103964s5270lbl.pdf#page=39"
"Pegintron","Peginterferon Alfa-2b","SYRINGE","103949","SCHERING","12/21/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103949s5313lbl.pdf#page=29"
"Pennsaid","Diclofenac Sodium","SOLUTION;TOPICAL","020947","NUVO PHARMS INC","05/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM191085.pdf"
"Pennsaid","Diclofenac Sodium","SOLUTION;TOPICAL","204623","HORIZON","06/07/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204623Orig1s010lbl.pdf#page=20"
"Percocet","Acetaminophen; Oxycodone Hydrochloride","TABLET;ORAL","040330","VINTAGE PHARMS LLC","03/04/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/040330s052lbl.pdf"
"Percodan","Aspirin; Oxycodone Hydrochloride; Oxycodone Terephthalate","TABLET;ORAL","007337","ENDO PHARMS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/007337s053lbl.pdf#page=30"
"Percodan","Aspirin; Oxycodone Hydrochloride","TABLET;ORAL","007337","ENDO PHARMS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/007337s053lbl.pdf#page=30"
"Perforomist","Formoterol Fumarate","SOLUTION;INHALATION","022007","MYLAN SPECLT","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022007s014lbl.pdf#page=19"
"Pertzye","Pancrelipase (Amylase;Lipase;Protease)","CAPSULE, DELAYED RELEASE;ORAL","022175","DIGESTIVE CARE INC","09/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022175s008lbl.pdf#page=13"
"Pexeva","Paroxetine Mesylate","TABLET;ORAL","021299","SEBELA IRELAND LTD","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021299s037lbl.pdf#page=19"
"Phenergan VC W/ Codeine","Codeine Phosphate; Phenylephrine Hydrochloride; Promethazine Hydrochloride","SYRUP;ORAL","008306","ANI PHARMS","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/008306s034lbl.pdf#page=29"
"Phenergan W/ Codeine","Codeine Phosphate; Promethazine Hydrochloride","SYRUP;ORAL","008306","ANI PHARMS","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/008306s034lbl.pdf#page=29"
"Plavix","Clopidogrel Bisulfate","TABLET;ORAL","020839","SANOFI AVENTIS US","03/01/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020839s074lbl.pdf#page=24"
"Plegridy","Peginterferon Beta-1a","INJECTABLE;INJECTION","125499","BIOGEN IDEC INC","03/29/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125499s025lbl.pdf#page=20"
"Plenvu","Ascorbic Acid; Polyethylene Glycol 3350; Potassium Chloride; Sodium Ascorbate; Sodium Chloride; Sodium Sulfate","FOR SOLUTION;ORAL","209381","SALIX","05/14/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209381s002lbl.pdf#page=17"
"Pomalyst","Pomalidomide","CAPSULE;ORAL","204026","CELGENE","08/05/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204026s027lbl.pdf#page=33"
"Ponstel","Mefenamic Acid","CAPSULE;ORAL","015034","AVION PHARMS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/015034s045lbl.pdf#page=19"
"Ponvory","Ponesimod","TABLET;ORAL","213498","JANSSEN PHARMS","10/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213498s001lbl.pdf#page=30"
"Potiga","Ezogabine","TABLET;ORAL","022345","GLAXOSMITHKLINE","05/20/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM259619.pdf"
"Pradaxa","Dabigatran Etexilate Mesylate","CAPSULE;ORAL","022512","BOEHRINGER INGELHEIM","06/21/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022512s041lbl.pdf#page=27"
"Pradaxa","Dabigatran Etexilate Mesylate","PELLETS;ORAL","214358","BOEHRINGER INGELHEIM","03/25/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214358Orig1s001lbl.pdf#page=14"
"Prepopik","Citric Acid; Magnesium Oxide; Sodium Picosulfate","FOR SOLUTION;ORAL","202535","FERRING PHARMS INC","08/15/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/202535s005lbl.pdf#page=15"
"Pretomanid","Pretomanid","TABLET;ORAL","212862","MYLAN IRELAND LTD","08/14/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212862s000lbl.pdf#page=19"
"Prevacid","Lansoprazole","CAPSULE, DELAYED REL PELLETS;ORAL","020406","TAKEDA PHARMS USA","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020406s094,021428s041lbl.pdf#page=45"
"Prevacid","Lansoprazole","TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE;ORAL","021428","TAKEDA PHARMS USA","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020406s094,021428s041lbl.pdf#page=45"
"Prevacid Naprapac 250 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Prevacid Naprapac 375 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Prevacid Naprapac 500 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Priftin","Rifapentine","TABLET;ORAL","021024","SANOFI AVENTIS US","07/01/2015","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021024s017s018lbl.pdf#page=28"
"Prilosec","Omeprazole","CAPSULE, DELAYED REL PELLETS;ORAL","019810","ASTRAZENECA","12/19/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/019810s103,022056s020lbl.pdf#page=34"
"Prilosec","Omeprazole Magnesium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022056","COVIS","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022056s025lbl.pdf#page=34"
"Pristiq","Desvenlafaxine Succinate","TABLET, EXTENDED RELEASE;ORAL","021992","PF PRISM CV","11/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021992s047lbl.pdf#page=36"
"Probuphine","Buprenorphine Hydrochloride","IMPLANT;IMPLANTATION","204442","TITAN PHARMS","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/204442s012lbl.pdf#page=48"
"Procrit","Epoetin Alfa","VIAL; SINGLE-USE","103234","AMGEN","07/25/2018","https://www.fda.gov/media/73511/download"
"Prohance","Gadoteridol","INJECTABLE;INJECTION","020131","BRACCO","12/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020131s035lbl.pdf#page16"
"Prohance Multipack","Gadoteridol","INJECTABLE;INJECTION","021489","BRACCO","05/06/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021489s014lbl.pdf#page=16"
"Prolia","Denosumab","INJECTABLE; SUBCUTANEOUS","125320","AMGEN","01/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125320s211lbl.pdf#page=31"
"Promacta","Eltrombopag Olamine","TABLET;ORAL","022291","NOVARTIS","03/31/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022291s033,207027s015lbl.pdf#page=35"
"Promacta Kit","Eltrombopag Olamine","FOR SUSPENSION;ORAL","207027","NOVARTIS","03/31/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022291s033,207027s015lbl.pdf#page=35"
"Propulsid","Cisapride Monohydrate","TABLET;ORAL","020210","JANSSEN PHARMS","03/06/2000","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Propulsid.pdf"
"Propylthiouracil","Propylthiouracil","TABLET;ORAL","006188","DAVA PHARMS INC","09/19/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006188s026lbl.pdf#page=7"
"Proquin XR","Ciprofloxacin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021744","DEPOMED INC","08/15/2011","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Proquin XR.pdf"
"Protonix","Pantoprazole Sodium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022020","WYETH PHARMS","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020987s058,022020s021lbl.pdf#page=32"
"Protonix","Pantoprazole Sodium","TABLET, DELAYED RELEASE;ORAL","020987","WYETH PHARMS","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020987s058,022020s021lbl.pdf#page=32"
"Protopic","Tacrolimus","OINTMENT;TOPICAL","050777","LEO PHARMA AS","02/25/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088996.pdf"
"Provigil","Modafinil","TABLET;ORAL","020717","CEPHALON","01/15/2015","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020717s030s034s036MedGuide.pdf"
"Prozac","Fluoxetine Hydrochloride","CAPSULE;ORAL","018936","ELI LILLY AND CO","06/22/2009","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018936s109lbl.pdf#page=26"
"Prozac Weekly","Fluoxetine Hydrochloride","CAPSULE, DELAYED REL PELLETS;ORAL","021235","LILLY","03/24/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018936s103,021235s023lbl.pdf#page=28"
"Qdolo","Tramadol Hydrochloride","SOLUTION;ORAL","214044","ATHENA","09/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/214044s000lbl.pdf#page=27"
"Qelbree","Viloxazine Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","211964","SUPERNUS PHARMS","04/29/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211964s003lbl.pdf#page=21"
"Qmiiz ODT","Meloxicam","TABLET, ORALLY DISINTEGRATING;ORAL","211210","TERSERA","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/211210s002lbl.pdf#page=37"
"Qsymia","Phentermine Hydrochloride; Topiramate","CAPSULE, EXTENDED RELEASE;ORAL","022580","VIVUS","06/24/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022580s021lbl.pdf#page=44"
"Qtern","Dapagliflozin; Saxagliptin Hydrochloride","TABLET;ORAL","209091","ASTRAZENECA AB","03/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209091s006lbl.pdf#page=37"
"Qternmet XR","Dapagliflozin; METformin Hydrochloride; Saxagliptin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","210874","ASTRAZENECA AB","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210874s003lbl.pdf#page=47"
"Qualaquin","Quinine Sulfate","CAPSULE;ORAL","021799","SUN PHARM INDUSTRIES","06/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021799s029lbl.pdf#page=26"
"Qudexy XR","Topiramate","CAPSULE, EXTENDED RELEASE;ORAL","205122","UPSHER SMITH LABS","12/02/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205122s014lbl.pdf#page=54"
"Quillichew ER","Methylphenidate Hydrochloride","TABLET, EXTENDED RELEASE, CHEWABLE;ORAL","207960","NEXTWAVE PHARMS","06/25/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/207960s012lbl.pdf#page=21"
"Quillivant XR","Methylphenidate Hydrochloride","FOR SUSPENSION, EXTENDED RELEASE;ORAL","202100","NEXTWAVE","06/25/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202100s018lbl.pdf#page=21"
"Quviviq","Daridorexant","TABLET; ORAL","214985","IDORSIA PHARMACEUTICALS LTD.","11/08/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214985s002lbl.pdf#page=22"
"Rapamune","Sirolimus","SOLUTION;ORAL","021083","PF PRISM CV","01/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021083s067,021110s085lbl.pdf#page=43"
"Rapamune","Sirolimus","TABLET;ORAL","021110","PF PRISM CV","08/09/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021110s086lbl.pdf#page=43"
"Ravicti","Glycerol Phenylbutyrate","LIQUID;ORAL","203284","HORIZON THERAP","09/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203284s012lbl.pdf#page=27"
"Rebetol","Ribavirin","CAPSULE;ORAL","020903","MERCK SHARP DOHME","03/16/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020903s057,021546s013lbl.pdf#page=26"
"Rebetol","Ribavirin","SOLUTION;ORAL","021546","SCHERING","03/16/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020903s057,021546s013lbl.pdf#page=26"
"Rebif","Interferon Beta-1a","SYRINGE","103780","SERONO INC","11/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103780s5210lbl.pdf#page=16"
"Reclast","Zoledronic Acid","INJECTABLE;INTRAVENOUS","021817","NOVARTIS","04/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021817s028lbl.pdf#page=25"
"Recorlev","Levoketoconazole","TABLET;ORAL","214133","STRONGBRIDGE","12/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214133s000lbl.pdf#page=24"
"Reglan","Metoclopramide Hydrochloride","TABLET;ORAL","017854","ANI PHARMS","08/29/2017","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM235574.pdf"
"Reglan","Metoclopramide Hydrochloride","INJECTABLE;INJECTION","017862","HIKMA","11/18/2010","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/017862s063MedGuide.pdf"
"Reglan ODT","Metoclopramide Hydrochloride","TABLET, ORALLY DISINTEGRATING;ORAL","021793","MEDA PHARMS","11/30/2011","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021793s011mg.pdf"
"Regranex","Becaplermin","GEL; TOPICAL","103691","SMITH AND NEPHEW","08/26/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103691s5138lbl.pdf#page=8"
"Relistor","Methylnaltrexone Bromide","SOLUTION;SUBCUTANEOUS","021964","SALIX PHARMS","03/14/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021964s019,208271s003lbl.pdf#page=24"
"Relistor","Methylnaltrexone Bromide","TABLET;ORAL","208271","SALIX","03/14/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021964s019,208271s003lbl.pdf#page=24"
"Remeron","Mirtazapine","TABLET;ORAL","020415","ORGANON USA INC","11/18/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020415s038,021208s028lbl.pdf#page=23"
"Remeron Soltab","Mirtazapine","TABLET, ORALLY DISINTEGRATING;ORAL","021208","ORGANON USA INC","11/18/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020415s038,021208s028lbl.pdf#page=23"
"Remicade","Infliximab","VIAL","103772","CENTOCOR INC","10/05/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103772s5401lbl.pdf#page=50"
"Renflexis","Infliximab-Abda","INJECTABLE;INJECTION","761054","SAMSUNG BIOEPIS CO LTD","06/26/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761054s009lbl.pdf#page=52"
"Restoril","Temazepam","CAPSULE;ORAL","018163","SPECGX LLC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/018163s071lbl.pdf#page=17"
"Retacrit","Epoetin Alfa-Epbx","INJECTABLE;INJECTION","125545","HOSPIRA INC","06/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125545s005lbl.pdf#page=31"
"Revlimid","Lenalidomide","CAPSULE;ORAL","021880","CELGENE","05/24/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021880s065lbl.pdf#page=48"
"Rexulti","Brexpiprazole","TABLET;ORAL","205422","OTSUKA","12/27/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/205422s005lbl.pdf#page=27"
"Reyvow","Lasmiditan Succinate","TABLET;ORAL","211280","ELI LILLY AND CO","09/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211280s008lbl.pdf#page=15"
"Rezira","Hydrocodone Bitartrate; Pseudoephedrine Hydrochloride","SOLUTION;ORAL","022442","PERSION","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022442s010lbl.pdf#page=26"
"Riabni","Rituximab-Arrx","INJECTABLE;INJECTION","761140","AMGEN INC","06/03/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761140s001lbl.pdf#page=41"
"Rinvoq","Upadacitinib","TABLET, EXTENDED RELEASE;ORAL","211675","ABBVIE INC","03/16/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211675s007lbl.pdf#page=56"
"Ritalin","Methylphenidate Hydrochloride","TABLET;ORAL","010187","NOVARTIS","06/26/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/010187s093lbl.pdf#page=13"
"Ritalin LA","Methylphenidate Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","021284","NOVARTIS","06/26/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021284s043lbl.pdf#page=17"
"Ritalin-SR","Methylphenidate Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","018029","NOVARTIS","11/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/010187s091,018029s059lbl.pdf#page=13"
"Rituxan","Rituximab","SOLUTION;INTRAVENOUS","103705","GENENTECH","12/17/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5465lbl.pdf#page=56"
"Rituxan Hycela","Rituximab; Hyaluronidase (Human Recombinant)","SOLUTION;SUBCUTANEOUS","761064","GENENTECH INC","06/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/761064s013lbl.pdf#page=28"
"Roxicodone","Oxycodone Hydrochloride","TABLET;ORAL","021011","SPECGX LLC","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021011s011lbl.pdf#page=30"
"Roxybond","Oxycodone Hydrochloride","TABLET;ORAL","209777","OHEMO LIFE","03/04/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209777s007lbl.pdf#page=39"
"Rozerem","Ramelteon","TABLET;ORAL","021782","TAKEDA PHARMS USA","11/03/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021782s022lbl.pdf#page=17"
"Ruxience","Rituximab-Pvvr","INJECTABLE;INJECTION","761103","PFIZER INC","11/15/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/761103s005lbl.pdf#page=42"
"Ruzurgi","Amifampridine","TABLET;ORAL","209321","JACOBUS PHARM CO INC","08/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209321s000lbl.pdf#page=15"
"Rybelsus","Semaglutide","TABLET;ORAL","213051","NOVO","01/12/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213051s012lbl.pdf#page=24"
"Rybelsus","Semaglutide","TABLET;ORAL","213182","NOVO NORDISK INC","01/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213182s000,213051s001lbl.pdf#page=23"
"Sabril","Vigabatrin","FOR SOLUTION;ORAL","022006","LUNDBECK PHARMS LLC","10/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020427s025,022006s026lbl.pdf#page=26"
"Sabril","Vigabatrin","TABLET;ORAL","020427","LUNDBECK PHARMS LLC","10/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020427s025,022006s026lbl.pdf#page=26"
"Samsca","Tolvaptan","TABLET;ORAL","022275","OTSUKA","04/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022275s017lbl.pdf#page=19"
"Sarafem","Fluoxetine Hydrochloride","TABLET;ORAL","021860","APIL","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021860s015lbl.pdf#page=32"
"Savaysa","Edoxaban Tosylate","TABLET;ORAL","206316","DAIICHI SANKYO INC","11/01/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206316s016lbl.pdf#page=35"
"Savella","Milnacipran Hydrochloride","TABLET;ORAL","022256","ALLERGAN","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022256s025lbl.pdf#page=31"
"Saxenda","Liraglutide Recombinant","SOLUTION;SUBCUTANEOUS","206321","NOVO","06/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/206321s015lbl.pdf#page=30"
"Seglentis","Celecoxib; Tramadol Hydrochloride","TABLET;ORAL","213426","KOWA PHARMS","10/15/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213426s000lbl.pdf#page=56"
"Segluromet","Ertugliflozin; METformin Hydrochloride","TABLET;ORAL","209806","MERCK SHARP DOHME","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209806s009lbl.pdf#page=33"
"Selzentry","Maraviroc","SOLUTION;ORAL","208984","VIIV HLTHCARE","10/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022128s019,208984s002lbl.pdf#page=43"
"Selzentry","Maraviroc","TABLET;ORAL","022128","VIIV HLTHCARE","10/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022128s019,208984s002lbl.pdf#page=43"
"Serevent","Salmeterol Xinafoate","POWDER;INHALATION","020692","GLAXOSMITHKLINE","07/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020692s047lbl.pdf#page=35"
"Seroquel","Quetiapine Fumarate","TABLET;ORAL","020639","ASTRAZENECA","01/31/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020639s072lbl.pdf#page=49"
"Seroquel XR","Quetiapine Fumarate","TABLET, EXTENDED RELEASE;ORAL","022047","ASTRAZENECA","01/28/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022047s046lbl.pdf#page=53"
"Signifor","Pasireotide Diaspartate","SOLUTION;SUBCUTANEOUS","200677","RECORDATI RARE","01/15/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/200677s006lbl.pdf#page=15"
"Signifor LAr Kit","Pasireotide Pamoate","FOR SUSPENSION;INTRAMUSCULAR","203255","RECORDATI RARE","07/09/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/203255s004lbl.pdf#page=27"
"Siklos","Hydroxyurea","TABLET;ORAL","208843","ADDMEDICA SAS","12/07/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208843s003lbl.pdf#page=18"
"Silenor","Doxepin Hydrochloride","TABLET;ORAL","022036","CURRAX","10/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022036s006lbl.pdf#page=19"
"Siliq","Brodalumab","INJECTABLE;INJECTION","761032","VALEANT LUXEMBOURG","01/22/2021","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761032lbl.pdf#page=13"
